;time;status;count;;;;;
784;08h 28;approved;204;;;;;
785;08h 29;approved;210;;;;;
786;08h 29;denied;26;;;;;
787;08h 30;backend_reversed;7;;;;;
788;08h 30;approved;213;;;;;
789;08h 30;reversed;1;;;;;
790;08h 30;refunded;1;;;;;
791;08h 30;denied;24;;;;;
792;08h 31;approved;187;;;;;
793;08h 31;denied;24;;;;;
794;08h 31;reversed;5;;;;;
795;08h 31;refunded;2;;;;;
796;08h 32;backend_reversed;2;;;;;
797;08h 32;approved;199;;;;;
798;08h 32;reversed;12;;;;;
799;08h 32;denied;19;;;;;
800;08h 33;denied;24;;;;;
801;08h 33;reversed;9;;;;;
802;08h 33;approved;209;;;;;
803;08h 34;denied;15;;;;;
804;08h 34;reversed;12;;;;;
805;08h 34;approved;212;;;;;
806;08h 35;reversed;3;;;;;
807;08h 35;denied;17;;;;;
808;08h 35;refunded;3;;;;;
809;08h 35;backend_reversed;6;;;;;
810;08h 35;approved;224;;;;;
811;08h 36;denied;20;;;;;
812;08h 36;refunded;3;;;;;
813;08h 36;approved;205;;;;;
814;08h 36;reversed;7;;;;;
815;08h 37;refunded;2;;;;;
816;08h 37;denied;21;;;;;
817;08h 37;approved;193;;;;;
818;08h 38;approved;207;;;;;
819;08h 38;denied;20;;;;;
820;08h 38;refunded;3;;;;;
821;08h 39;denied;26;;;;;
822;08h 39;reversed;8;;;;;
823;08h 39;approved;219;;;;;
824;08h 40;denied;25;;;;;
825;08h 40;approved;234;;;;;
826;08h 41;approved;233;;;;;
827;08h 41;denied;32;;;;;
828;08h 41;reversed;4;;;;;
829;08h 42;refunded;3;;;;;
830;08h 42;denied;22;;;;;
831;08h 42;approved;218;;;;;
832;08h 42;reversed;10;;;;;
833;08h 43;approved;233;;;;;
834;08h 43;denied;20;;;;;
835;08h 44;approved;216;;;;;
836;08h 44;denied;31;;;;;
837;08h 44;reversed;5;;;;;
838;08h 45;approved;244;;;;;
839;08h 45;reversed;8;;;;;
840;08h 45;denied;32;;;;;
841;08h 46;denied;27;;;;;
842;08h 46;reversed;4;;;;;
843;08h 46;approved;241;;;;;
844;08h 46;backend_reversed;2;;;;;
845;08h 47;refunded;2;;;;;
846;08h 47;backend_reversed;4;;;;;
847;08h 47;approved;258;;;;;
848;08h 47;denied;20;;;;;
849;08h 48;approved;239;;;;;
850;08h 48;denied;25;;;;;
851;08h 48;reversed;6;;;;;
852;08h 48;backend_reversed;8;;;;;
853;08h 49;backend_reversed;7;;;;;
854;08h 49;approved;244;;;;;
855;08h 49;denied;28;;;;;
856;08h 50;denied;38;;;;;
857;08h 50;reversed;9;;;;;
858;08h 50;approved;256;;;;;
859;08h 51;approved;273;;;;;
860;08h 51;denied;23;;;;;
861;08h 51;reversed;3;;;;;
862;08h 52;failed;1;;;;;
863;08h 52;denied;26;;;;;
864;08h 52;approved;230;;;;;
865;08h 53;reversed;2;;;;;
866;08h 53;failed;2;;;;;
867;08h 53;approved;279;;;;;
868;08h 53;refunded;1;;;;;
869;08h 53;denied;26;;;;;
870;08h 54;denied;23;;;;;
871;08h 54;reversed;7;;;;;
872;08h 54;approved;252;;;;;
873;08h 55;approved;256;;;;;
874;08h 55;refunded;3;;;;;
875;08h 55;denied;30;;;;;
876;08h 56;approved;257;;;;;
877;08h 56;denied;24;;;;;
878;08h 57;denied;33;;;;;
879;08h 57;reversed;5;;;;;
880;08h 57;approved;230;;;;;
881;08h 58;denied;23;;;;;
882;08h 58;reversed;3;;;;;
883;08h 58;approved;247;;;;;
884;08h 59;approved;259;;;;;
885;08h 59;refunded;4;;;;;
886;08h 59;denied;28;;;;;
887;08h 59;reversed;4;;;;;
888;09h 00;approved;258;;;;;
889;09h 00;backend_reversed;6;;;;;
890;09h 00;denied;35;;;;;
891;09h 01;reversed;6;;;;;
892;09h 01;approved;234;;;;;
893;09h 01;denied;37;;;;;
894;09h 02;approved;244;;;;;
895;09h 02;denied;26;;;;;
896;09h 02;reversed;8;;;;;
897;09h 03;approved;263;;;;;
898;09h 03;reversed;5;;;;;
899;09h 03;denied;25;;;;;
900;09h 04;denied;22;;;;;
901;09h 04;backend_reversed;3;;;;;
902;09h 04;approved;271;;;;;
903;09h 04;reversed;3;;;;;
904;09h 05;denied;22;;;;;
905;09h 05;backend_reversed;7;;;;;
906;09h 05;approved;249;;;;;
907;09h 05;reversed;10;;;;;
908;09h 06;denied;21;;;;;
909;09h 06;reversed;11;;;;;
910;09h 06;approved;272;;;;;
911;09h 07;reversed;8;;;;;
912;09h 07;denied;30;;;;;
913;09h 07;backend_reversed;8;;;;;
914;09h 07;approved;295;;;;;
915;09h 08;backend_reversed;9;;;;;
916;09h 08;approved;297;;;;;
917;09h 08;denied;27;;;;;
918;09h 09;denied;36;;;;;
919;09h 09;reversed;9;;;;;
920;09h 09;approved;321;;;;;
921;09h 09;backend_reversed;3;;;;;
922;09h 10;approved;274;;;;;
923;09h 10;denied;32;;;;;
924;09h 10;backend_reversed;5;;;;;
925;09h 10;reversed;10;;;;;
926;09h 11;denied;30;;;;;
927;09h 11;approved;287;;;;;
928;09h 11;refunded;2;;;;;
929;09h 11;reversed;4;;;;;
930;09h 12;backend_reversed;5;;;;;
931;09h 12;denied;27;;;;;
932;09h 12;reversed;4;;;;;
933;09h 12;approved;282;;;;;
934;09h 12;refunded;1;;;;;
935;09h 13;denied;37;;;;;
936;09h 13;reversed;4;;;;;
937;09h 13;approved;319;;;;;
938;09h 13;backend_reversed;5;;;;;
939;09h 14;approved;312;;;;;
940;09h 14;denied;29;;;;;
941;09h 14;backend_reversed;7;;;;;
942;09h 14;reversed;13;;;;;
943;09h 15;denied;34;;;;;
944;09h 15;approved;289;;;;;
945;09h 16;approved;283;;;;;
946;09h 16;denied;25;;;;;
947;09h 16;backend_reversed;5;;;;;
948;09h 16;reversed;3;;;;;
949;09h 16;refunded;3;;;;;
950;09h 17;approved;312;;;;;
951;09h 17;refunded;2;;;;;
952;09h 17;denied;42;;;;;
953;09h 17;reversed;11;;;;;
954;09h 18;approved;313;;;;;
955;09h 18;reversed;9;;;;;
956;09h 18;denied;30;;;;;
957;09h 18;refunded;2;;;;;
958;09h 19;approved;295;;;;;
959;09h 19;reversed;4;;;;;
960;09h 19;denied;32;;;;;
961;09h 20;backend_reversed;6;;;;;
962;09h 20;approved;309;;;;;
963;09h 20;reversed;9;;;;;
964;09h 20;denied;31;;;;;
965;09h 21;denied;27;;;;;
966;09h 21;approved;322;;;;;
967;09h 21;reversed;4;;;;;
968;09h 21;refunded;1;;;;;
969;09h 22;backend_reversed;5;;;;;
970;09h 22;approved;325;;;;;
971;09h 22;reversed;9;;;;;
972;09h 22;denied;41;;;;;
973;09h 23;reversed;7;;;;;
974;09h 23;approved;336;;;;;
975;09h 23;refunded;3;;;;;
976;09h 23;denied;34;;;;;
977;09h 24;denied;22;;;;;
978;09h 24;approved;325;;;;;
979;09h 24;reversed;2;;;;;
980;09h 25;backend_reversed;4;;;;;
981;09h 25;approved;346;;;;;
982;09h 25;denied;32;;;;;
983;09h 26;refunded;2;;;;;
984;09h 26;approved;335;;;;;
985;09h 26;denied;39;;;;;
986;09h 26;reversed;10;;;;;
987;09h 27;approved;358;;;;;
988;09h 27;backend_reversed;7;;;;;
989;09h 27;refunded;3;;;;;
990;09h 27;reversed;5;;;;;
991;09h 27;denied;41;;;;;
992;09h 28;approved;345;;;;;
993;09h 28;refunded;4;;;;;
994;09h 28;reversed;14;;;;;
995;09h 28;denied;41;;;;;
996;09h 28;backend_reversed;7;;;;;
997;09h 29;approved;312;;;;;
998;09h 29;denied;36;;;;;
999;09h 29;backend_reversed;5;;;;;
1000;09h 29;reversed;11;;;;;
1001;09h 30;approved;340;;;;;
1002;09h 30;reversed;4;;;;;
1003;09h 30;denied;37;;;;;
1004;09h 31;reversed;10;;;;;
1005;09h 31;denied;38;;;;;
1006;09h 31;backend_reversed;8;;;;;
1007;09h 31;approved;338;;;;;
1008;09h 32;reversed;12;;;;;
1009;09h 32;denied;28;;;;;
1010;09h 32;refunded;2;;;;;
1011;09h 32;approved;319;;;;;
1012;09h 33;denied;33;;;;;
1013;09h 33;reversed;9;;;;;
1014;09h 33;approved;320;;;;;
1015;09h 34;approved;354;;;;;
1016;09h 34;denied;41;;;;;
1017;09h 34;reversed;6;;;;;
1018;09h 35;reversed;10;;;;;
1019;09h 35;approved;330;;;;;
1020;09h 35;refunded;3;;;;;
1021;09h 35;denied;31;;;;;
1022;09h 36;reversed;8;;;;;
1023;09h 36;approved;326;;;;;
1024;09h 36;denied;36;;;;;
1025;09h 36;refunded;5;;;;;
1026;09h 37;denied;39;;;;;
1027;09h 37;reversed;9;;;;;
1028;09h 37;approved;311;;;;;
1029;09h 37;refunded;3;;;;;
1030;09h 38;approved;328;;;;;
1031;09h 38;reversed;10;;;;;
1032;09h 38;denied;34;;;;;
1033;09h 39;approved;323;;;;;
1034;09h 39;refunded;2;;;;;
1035;09h 39;denied;31;;;;;
1036;09h 39;backend_reversed;5;;;;;
1037;09h 40;approved;350;;;;;
1038;09h 40;denied;30;;;;;
1039;09h 40;reversed;11;;;;;
1040;09h 40;backend_reversed;6;;;;;
1041;09h 40;refunded;6;;;;;
1042;09h 41;refunded;1;;;;;
1043;09h 41;approved;337;;;;;
1044;09h 41;denied;33;;;;;
1045;09h 41;reversed;6;;;;;
1046;09h 42;approved;335;;;;;
1047;09h 42;denied;41;;;;;
1048;09h 42;refunded;2;;;;;
1049;09h 42;reversed;7;;;;;
1050;09h 42;backend_reversed;6;;;;;
1051;09h 43;denied;38;;;;;
1052;09h 43;refunded;3;;;;;
1053;09h 43;reversed;8;;;;;
1054;09h 43;backend_reversed;4;;;;;
1055;09h 43;approved;340;;;;;
1056;09h 44;backend_reversed;6;;;;;
1057;09h 44;approved;344;;;;;
1058;09h 44;denied;38;;;;;
1059;09h 44;refunded;3;;;;;
1060;09h 44;reversed;11;;;;;
1061;09h 45;approved;342;;;;;
1062;09h 45;reversed;9;;;;;
1063;09h 45;denied;40;;;;;
1064;09h 45;refunded;3;;;;;
1065;09h 45;backend_reversed;6;;;;;
1066;09h 46;denied;42;;;;;
1067;09h 46;approved;330;;;;;
1068;09h 46;reversed;11;;;;;
1069;09h 46;refunded;3;;;;;
1070;09h 47;denied;37;;;;;
1071;09h 47;reversed;6;;;;;
1072;09h 47;approved;377;;;;;
1073;09h 47;backend_reversed;9;;;;;
1074;09h 48;approved;367;;;;;
1075;09h 48;denied;31;;;;;
1076;09h 48;reversed;10;;;;;
1077;09h 48;backend_reversed;4;;;;;
1078;09h 48;refunded;3;;;;;
1079;09h 49;reversed;8;;;;;
1080;09h 49;approved;355;;;;;
1081;09h 49;denied;34;;;;;
1082;09h 50;backend_reversed;3;;;;;
1083;09h 50;denied;38;;;;;
1084;09h 50;approved;342;;;;;
1085;09h 50;reversed;8;;;;;
1086;09h 51;denied;42;;;;;
1087;09h 51;reversed;1;;;;;
1088;09h 51;approved;341;;;;;
1089;09h 51;refunded;1;;;;;
1090;09h 51;backend_reversed;5;;;;;
1091;09h 52;reversed;11;;;;;
1092;09h 52;denied;32;;;;;
1093;09h 52;refunded;1;;;;;
1094;09h 52;approved;330;;;;;
1095;09h 53;backend_reversed;7;;;;;
1096;09h 53;approved;378;;;;;
1097;09h 53;denied;29;;;;;
1098;09h 54;reversed;2;;;;;
1099;09h 54;denied;40;;;;;
1100;09h 54;approved;376;;;;;
1101;09h 54;backend_reversed;6;;;;;
1102;09h 55;refunded;3;;;;;
1103;09h 55;backend_reversed;1;;;;;
1104;09h 55;approved;348;;;;;
1105;09h 55;denied;49;;;;;
1106;09h 56;approved;363;;;;;
1107;09h 56;refunded;3;;;;;
1108;09h 56;denied;46;;;;;
1109;09h 56;reversed;5;;;;;
1110;09h 56;backend_reversed;6;;;;;
1111;09h 57;backend_reversed;8;;;;;
1112;09h 57;approved;376;;;;;
1113;09h 57;reversed;10;;;;;
1114;09h 57;denied;51;;;;;
1115;09h 58;denied;36;;;;;
1116;09h 58;approved;356;;;;;
1117;09h 58;backend_reversed;4;;;;;
1118;09h 58;reversed;5;;;;;
1119;09h 59;backend_reversed;1;;;;;
1120;09h 59;approved;333;;;;;
1121;09h 59;reversed;2;;;;;
1122;09h 59;denied;36;;;;;
1123;10h 00;reversed;2;;;;;
1124;10h 00;denied;39;;;;;
1125;10h 00;backend_reversed;4;;;;;
1126;10h 00;approved;389;;;;;
1127;10h 01;refunded;3;;;;;
1128;10h 01;approved;390;;;;;
1129;10h 01;reversed;10;;;;;
1130;10h 01;denied;38;;;;;
1131;10h 02;approved;372;;;;;
1132;10h 02;reversed;3;;;;;
1133;10h 02;refunded;1;;;;;
1134;10h 02;denied;34;;;;;
1135;10h 02;backend_reversed;7;;;;;
1136;10h 03;backend_reversed;4;;;;;
1137;10h 03;approved;386;;;;;
1138;10h 03;denied;33;;;;;
1139;10h 03;reversed;9;;;;;
1140;10h 04;denied;41;;;;;
1141;10h 04;approved;366;;;;;
1142;10h 04;reversed;11;;;;;
1143;10h 05;denied;29;;;;;
1144;10h 05;reversed;13;;;;;
1145;10h 05;approved;335;;;;;
1146;10h 05;backend_reversed;8;;;;;
1147;10h 05;refunded;3;;;;;
1148;10h 06;denied;37;;;;;
1149;10h 06;backend_reversed;2;;;;;
1150;10h 06;approved;339;;;;;
1151;10h 07;approved;378;;;;;
1152;10h 07;denied;34;;;;;
1153;10h 07;refunded;1;;;;;
1154;10h 07;backend_reversed;6;;;;;
1155;10h 08;backend_reversed;4;;;;;
1156;10h 08;refunded;1;;;;;
1157;10h 08;approved;380;;;;;
1158;10h 08;denied;30;;;;;
1159;10h 08;reversed;4;;;;;
1160;10h 09;approved;372;;;;;
1161;10h 09;denied;27;;;;;
1162;10h 09;reversed;8;;;;;
1163;10h 10;approved;375;;;;;
1164;10h 10;denied;53;;;;;
1165;10h 10;reversed;9;;;;;
1166;10h 10;backend_reversed;8;;;;;
1167;10h 11;denied;40;;;;;
1168;10h 11;backend_reversed;5;;;;;
1169;10h 11;approved;390;;;;;
1170;10h 11;reversed;4;;;;;
1171;10h 11;refunded;2;;;;;
1172;10h 12;approved;372;;;;;
1173;10h 12;denied;31;;;;;
1174;10h 12;reversed;5;;;;;
1175;10h 12;backend_reversed;8;;;;;
1176;10h 13;approved;365;;;;;
1177;10h 13;denied;49;;;;;
1178;10h 13;reversed;10;;;;;
1179;10h 13;backend_reversed;3;;;;;
1180;10h 14;refunded;2;;;;;
1181;10h 14;approved;335;;;;;
1182;10h 14;denied;42;;;;;
1183;10h 15;reversed;8;;;;;
1184;10h 15;approved;336;;;;;
1185;10h 15;denied;39;;;;;
1186;10h 16;approved;392;;;;;
1187;10h 16;denied;38;;;;;
1188;10h 16;reversed;5;;;;;
1189;10h 17;approved;369;;;;;
1190;10h 17;reversed;10;;;;;
1191;10h 17;denied;37;;;;;
1192;10h 18;reversed;13;;;;;
1193;10h 18;approved;358;;;;;
1194;10h 18;denied;34;;;;;
1195;10h 19;reversed;2;;;;;
1196;10h 19;approved;362;;;;;
1197;10h 19;denied;46;;;;;
1198;10h 20;refunded;2;;;;;
1199;10h 20;approved;344;;;;;
1200;10h 20;denied;49;;;;;
1201;10h 21;refunded;2;;;;;
1202;10h 21;approved;352;;;;;
1203;10h 21;denied;29;;;;;
1204;10h 21;reversed;2;;;;;
1205;10h 21;backend_reversed;3;;;;;
1206;10h 22;approved;335;;;;;
1207;10h 22;backend_reversed;4;;;;;
1208;10h 22;denied;34;;;;;
1209;10h 23;denied;26;;;;;
1210;10h 23;reversed;8;;;;;
1211;10h 23;backend_reversed;6;;;;;
1212;10h 23;approved;347;;;;;
1213;10h 24;denied;40;;;;;
1214;10h 24;refunded;2;;;;;
1215;10h 24;approved;371;;;;;
1216;10h 24;reversed;5;;;;;
1217;10h 25;approved;348;;;;;
1218;10h 25;reversed;4;;;;;
1219;10h 25;denied;31;;;;;
1220;10h 26;approved;384;;;;;
1221;10h 26;backend_reversed;9;;;;;
1222;10h 26;denied;38;;;;;
1223;10h 26;reversed;9;;;;;
1224;10h 27;denied;40;;;;;
1225;10h 27;backend_reversed;6;;;;;
1226;10h 27;reversed;1;;;;;
1227;10h 27;approved;344;;;;;
1228;10h 28;reversed;6;;;;;
1229;10h 28;backend_reversed;3;;;;;
1230;10h 28;denied;35;;;;;
1231;10h 28;approved;390;;;;;
1232;10h 29;backend_reversed;1;;;;;
1233;10h 29;approved;388;;;;;
1234;10h 29;denied;47;;;;;
1235;10h 30;approved;395;;;;;
1236;10h 30;denied;42;;;;;
1237;10h 30;reversed;9;;;;;
1238;10h 31;denied;32;;;;;
1239;10h 31;reversed;12;;;;;
1240;10h 31;backend_reversed;7;;;;;
1241;10h 31;approved;402;;;;;
1242;10h 31;failed;1;;;;;
1243;10h 32;denied;37;;;;;
1244;10h 32;reversed;9;;;;;
1245;10h 32;approved;395;;;;;
1246;10h 32;refunded;3;;;;;
1247;10h 33;reversed;7;;;;;
1248;10h 33;approved;344;;;;;
1249;10h 33;denied;49;;;;;
1250;10h 34;denied;28;;;;;
1251;10h 34;approved;369;;;;;
1252;10h 34;reversed;5;;;;;
1253;10h 34;backend_reversed;7;;;;;
1254;10h 35;approved;387;;;;;
1255;10h 35;reversed;7;;;;;
1256;10h 35;denied;36;;;;;
1257;10h 35;refunded;3;;;;;
1258;10h 36;backend_reversed;6;;;;;
1259;10h 36;denied;32;;;;;
1260;10h 36;approved;375;;;;;
1261;10h 36;reversed;5;;;;;
1262;10h 37;approved;363;;;;;
1263;10h 37;reversed;11;;;;;
1264;10h 37;backend_reversed;5;;;;;
1265;10h 37;refunded;4;;;;;
1266;10h 37;denied;39;;;;;
1267;10h 38;refunded;3;;;;;
1268;10h 38;failed;3;;;;;
1269;10h 38;approved;373;;;;;
1270;10h 38;denied;41;;;;;
1271;10h 38;reversed;7;;;;;
1272;10h 39;approved;351;;;;;
1273;10h 39;denied;54;;;;;
1274;10h 39;reversed;10;;;;;
1275;10h 40;approved;376;;;;;
1276;10h 40;reversed;13;;;;;
1277;10h 40;backend_reversed;4;;;;;
1278;10h 40;denied;29;;;;;
1279;10h 41;reversed;2;;;;;
1280;10h 41;approved;382;;;;;
1281;10h 41;backend_reversed;2;;;;;
1282;10h 41;denied;37;;;;;
1283;10h 42;denied;39;;;;;
1284;10h 42;approved;351;;;;;
1285;10h 42;refunded;4;;;;;
1286;10h 42;reversed;5;;;;;
1287;10h 43;reversed;6;;;;;
1288;10h 43;approved;348;;;;;
1289;10h 43;denied;35;;;;;
1290;10h 44;backend_reversed;4;;;;;
1291;10h 44;approved;348;;;;;
1292;10h 44;denied;36;;;;;
1293;10h 44;reversed;5;;;;;
1294;10h 45;reversed;4;;;;;
1295;10h 45;approved;391;;;;;
1296;10h 45;refunded;1;;;;;
1297;10h 45;denied;35;;;;;
1298;10h 45;backend_reversed;6;;;;;
1299;10h 46;refunded;3;;;;;
1300;10h 46;denied;41;;;;;
1301;10h 46;reversed;8;;;;;
1302;10h 46;approved;403;;;;;
1303;10h 47;denied;39;;;;;
1304;10h 47;backend_reversed;8;;;;;
1305;10h 47;approved;346;;;;;
1306;10h 48;approved;392;;;;;
1307;10h 48;refunded;3;;;;;
1308;10h 48;backend_reversed;8;;;;;
1309;10h 48;denied;46;;;;;
1310;10h 49;backend_reversed;2;;;;;
1311;10h 49;denied;54;;;;;
1312;10h 49;refunded;1;;;;;
1313;10h 49;approved;405;;;;;
1314;10h 49;reversed;2;;;;;
1315;10h 50;denied;31;;;;;
1316;10h 50;approved;383;;;;;
1317;10h 50;backend_reversed;8;;;;;
1318;10h 50;reversed;8;;;;;
1319;10h 51;denied;48;;;;;
1320;10h 51;reversed;3;;;;;
1321;10h 51;approved;412;;;;;
1322;10h 52;approved;383;;;;;
1323;10h 52;backend_reversed;7;;;;;
1324;10h 52;reversed;5;;;;;
1325;10h 52;denied;34;;;;;
1326;10h 53;approved;382;;;;;
1327;10h 53;denied;52;;;;;
1328;10h 54;denied;36;;;;;
1329;10h 54;approved;414;;;;;
1330;10h 54;backend_reversed;10;;;;;
1331;10h 54;reversed;5;;;;;
1332;10h 55;approved;370;;;;;
1333;10h 55;denied;38;;;;;
1334;10h 55;reversed;5;;;;;
1335;10h 55;backend_reversed;8;;;;;
1336;10h 56;approved;389;;;;;
1337;10h 56;denied;42;;;;;
1338;10h 56;backend_reversed;7;;;;;
1339;10h 56;reversed;12;;;;;
1340;10h 57;reversed;10;;;;;
1341;10h 57;denied;48;;;;;
1342;10h 57;backend_reversed;5;;;;;
1343;10h 57;approved;342;;;;;
1344;10h 58;reversed;4;;;;;
1345;10h 58;approved;360;;;;;
1346;10h 58;refunded;2;;;;;
1347;10h 58;denied;36;;;;;
1348;10h 58;backend_reversed;5;;;;;
1349;10h 59;reversed;9;;;;;
1350;10h 59;backend_reversed;4;;;;;
1351;10h 59;approved;397;;;;;
1352;10h 59;denied;39;;;;;
1353;10h 59;refunded;1;;;;;
1354;11h 00;denied;35;;;;;
1355;11h 00;backend_reversed;8;;;;;
1356;11h 00;approved;382;;;;;
1357;11h 00;reversed;2;;;;;
1358;11h 01;approved;384;;;;;
1359;11h 01;denied;42;;;;;
1360;11h 01;reversed;3;;;;;
1361;11h 02;denied;32;;;;;
1362;11h 02;approved;379;;;;;
1363;11h 02;backend_reversed;5;;;;;
1364;11h 03;backend_reversed;6;;;;;
1365;11h 03;approved;372;;;;;
1366;11h 03;denied;35;;;;;
1367;11h 03;reversed;2;;;;;
1368;11h 04;denied;50;;;;;
1369;11h 04;reversed;9;;;;;
1370;11h 04;approved;413;;;;;
1371;11h 04;refunded;2;;;;;
1372;11h 05;reversed;10;;;;;
1373;11h 05;approved;424;;;;;
1374;11h 05;denied;36;;;;;
1375;11h 06;denied;34;;;;;
1376;11h 06;reversed;3;;;;;
1377;11h 06;approved;372;;;;;
1378;11h 06;refunded;3;;;;;
1379;11h 07;denied;43;;;;;
1380;11h 07;reversed;11;;;;;
1381;11h 07;approved;377;;;;;
1382;11h 07;refunded;3;;;;;
1383;11h 08;approved;377;;;;;
1384;11h 08;denied;31;;;;;
1385;11h 08;refunded;4;;;;;
1386;11h 08;reversed;9;;;;;
1387;11h 09;approved;381;;;;;
1388;11h 09;backend_reversed;5;;;;;
1389;11h 09;denied;31;;;;;
1390;11h 09;reversed;6;;;;;
1391;11h 10;approved;359;;;;;
1392;11h 10;denied;36;;;;;
1393;11h 10;backend_reversed;8;;;;;
1394;11h 11;denied;41;;;;;
1395;11h 11;approved;406;;;;;
1396;11h 11;backend_reversed;7;;;;;
1397;11h 11;refunded;2;;;;;
1398;11h 12;denied;38;;;;;
1399;11h 12;backend_reversed;2;;;;;
1400;11h 12;approved;381;;;;;
1401;11h 12;refunded;5;;;;;
1402;11h 13;approved;382;;;;;
1403;11h 13;denied;29;;;;;
1404;11h 13;backend_reversed;3;;;;;
1405;11h 13;reversed;10;;;;;
1406;11h 14;reversed;2;;;;;
1407;11h 14;denied;37;;;;;
1408;11h 14;approved;368;;;;;
1409;11h 15;denied;46;;;;;
1410;11h 15;refunded;4;;;;;
1411;11h 15;reversed;5;;;;;
1412;11h 15;approved;405;;;;;
1413;11h 16;backend_reversed;3;;;;;
1414;11h 16;denied;38;;;;;
1415;11h 16;approved;360;;;;;
1416;11h 16;reversed;12;;;;;
1417;11h 17;reversed;10;;;;;
1418;11h 17;approved;396;;;;;
1419;11h 17;denied;42;;;;;
1420;11h 18;refunded;2;;;;;
1421;11h 18;denied;34;;;;;
1422;11h 18;approved;340;;;;;
1423;11h 18;reversed;13;;;;;
1424;11h 19;backend_reversed;4;;;;;
1425;11h 19;approved;378;;;;;
1426;11h 19;denied;43;;;;;
1427;11h 19;reversed;10;;;;;
1428;11h 20;approved;394;;;;;
1429;11h 20;denied;23;;;;;
1430;11h 20;refunded;3;;;;;
1431;11h 21;approved;369;;;;;
1432;11h 21;denied;38;;;;;
1433;11h 21;reversed;6;;;;;
1434;11h 22;approved;391;;;;;
1435;11h 22;denied;38;;;;;
1436;11h 22;refunded;3;;;;;
1437;11h 23;denied;35;;;;;
1438;11h 23;approved;378;;;;;
1439;11h 23;reversed;9;;;;;
1440;11h 24;approved;398;;;;;
1441;11h 24;reversed;4;;;;;
1442;11h 24;refunded;2;;;;;
1443;11h 24;denied;26;;;;;
1444;11h 25;reversed;3;;;;;
1445;11h 25;denied;32;;;;;
1446;11h 25;approved;394;;;;;
1447;11h 25;refunded;3;;;;;
1448;11h 25;backend_reversed;3;;;;;
1449;11h 26;approved;395;;;;;
1450;11h 26;denied;36;;;;;
1451;11h 26;reversed;4;;;;;
1452;11h 27;approved;409;;;;;
1453;11h 27;denied;56;;;;;
1454;11h 27;refunded;2;;;;;
1455;11h 27;reversed;7;;;;;
1456;11h 28;backend_reversed;3;;;;;
1457;11h 28;denied;41;;;;;
1458;11h 28;approved;376;;;;;
1459;11h 28;reversed;9;;;;;
1460;11h 28;refunded;1;;;;;
1461;11h 29;approved;363;;;;;
1462;11h 29;denied;37;;;;;
1463;11h 30;denied;34;;;;;
1464;11h 30;reversed;5;;;;;
1465;11h 30;approved;378;;;;;
1466;11h 31;approved;397;;;;;
1467;11h 31;reversed;10;;;;;
1468;11h 31;denied;35;;;;;
1469;11h 32;reversed;11;;;;;
1470;11h 32;approved;358;;;;;
1471;11h 32;denied;31;;;;;
1472;11h 32;backend_reversed;5;;;;;
1473;11h 33;approved;385;;;;;
1474;11h 33;refunded;1;;;;;
1475;11h 33;denied;20;;;;;
1476;11h 33;reversed;6;;;;;
1477;11h 34;reversed;1;;;;;
1478;11h 34;refunded;1;;;;;
1479;11h 34;denied;40;;;;;
1480;11h 34;approved;327;;;;;
1481;11h 35;denied;39;;;;;
1482;11h 35;reversed;8;;;;;
1483;11h 35;approved;384;;;;;
1484;11h 36;denied;31;;;;;
1485;11h 36;approved;410;;;;;
1486;11h 36;reversed;5;;;;;
1487;11h 36;refunded;4;;;;;
1488;11h 37;reversed;12;;;;;
1489;11h 37;backend_reversed;6;;;;;
1490;11h 37;approved;390;;;;;
1491;11h 37;denied;38;;;;;
1492;11h 37;refunded;3;;;;;
1493;11h 38;approved;427;;;;;
1494;11h 38;denied;33;;;;;
1495;11h 39;approved;387;;;;;
1496;11h 39;denied;33;;;;;
1497;11h 39;reversed;6;;;;;
1498;11h 40;approved;404;;;;;
1499;11h 40;denied;34;;;;;
1500;11h 40;backend_reversed;9;;;;;
1501;11h 40;reversed;11;;;;;
1502;11h 41;denied;29;;;;;
1503;11h 41;reversed;6;;;;;
1504;11h 41;approved;363;;;;;
1505;11h 42;approved;388;;;;;
1506;11h 42;denied;35;;;;;
1507;11h 42;reversed;4;;;;;
1508;11h 43;approved;391;;;;;
1509;11h 43;denied;50;;;;;
1510;11h 43;reversed;3;;;;;
1511;11h 44;denied;40;;;;;
1512;11h 44;reversed;10;;;;;
1513;11h 44;approved;414;;;;;
1514;11h 45;reversed;12;;;;;
1515;11h 45;approved;386;;;;;
1516;11h 45;denied;34;;;;;
1517;11h 46;approved;391;;;;;
1518;11h 46;reversed;4;;;;;
1519;11h 46;denied;42;;;;;
1520;11h 46;refunded;5;;;;;
1521;11h 47;approved;375;;;;;
1522;11h 47;denied;47;;;;;
1523;11h 47;reversed;6;;;;;
1524;11h 48;backend_reversed;7;;;;;
1525;11h 48;approved;373;;;;;
1526;11h 48;refunded;3;;;;;
1527;11h 48;denied;37;;;;;
1528;11h 49;reversed;4;;;;;
1529;11h 49;approved;384;;;;;
1530;11h 49;denied;40;;;;;
1531;11h 50;denied;36;;;;;
1532;11h 50;approved;397;;;;;
1533;11h 50;reversed;7;;;;;
1534;11h 50;backend_reversed;6;;;;;
1535;11h 50;refunded;2;;;;;
1536;11h 51;backend_reversed;4;;;;;
